"","PARK","BOROUGH","SIZE","CATEGORY","MURDER","RAPE","ROBBERY","FELONY_ASSAULT","BURGLARY","GRAND_LARCENY","GRAND_LARCENY__MOTOR","TOTAL","Year","Quarter"
"14701","ROCK GARDEN PARK","BRONX        ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14702","P.S. 279 PLAYGROUND","BROOKLYN     ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14703","SAW MILL PLAYGROUND","BRONX        ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14704","PRATT PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14705","HOUSTON PLAYGROUND","BROOKLYN     ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14706","BARTLETT PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14707","ALBEMARLE PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14708","DITMARS PARK","QUEENS       ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14709","VIRGINIA PARK","BRONX        ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14710","CARTER G. WOODSON CHILDREN'S PARK","BROOKLYN     ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14711","LIVONIA PARK","BROOKLYN     ",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14712","WHITE PLAYGROUND STATEN ISLAND","STATEN ISLAND",0.92,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14713","BOERUM PARK","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14714","NEWPORT PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14715","EDMONDS PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14716","GARDEN PLAYGROUND","BROOKLYN     ",0.92,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14717","MARTIN LUTHER PLAYGROUND","BROOKLYN     ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14718","PONTIAC PLAYGROUND","BRONX        ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14719","AESOP PARK","STATEN ISLAND",0.91,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14720","SLATTERY PLAYGROUND","BRONX        ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14721","BAY TERRACE PLAYGROUND","QUEENS       ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14722","WILLOUGHBY PLAYGROUND","BROOKLYN     ",0.91,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14723","ESTELLA DIGGS PARK","BRONX        ",0.9,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14724","WASHINGTON HALL PARK","BROOKLYN     ",0.9,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14725","HARLEM RBI","MANHATTAN    ",0.9,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14726","STARR PLAYGROUND","QUEENS       ",0.9,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14727","AMERICAN PLAYGROUND","BROOKLYN     ",0.9,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14728","HART PLAYGROUND ON BROADWAY","QUEENS       ",0.9,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14729","ARROCHAR PLAYGROUND","STATEN ISLAND",0.89,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14730","SOL LAIN PLGD","MANHATTAN    ",0.89,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14731","EL SHABAZZ PLAYGROUND","BROOKLYN     ",0.89,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14732","PINOCCHIO PLAYGROUND","QUEENS       ",0.89,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14733","ALICE KORNEGAY TRIANGLE","MANHATTAN    ",0.88,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14734","PETER'S FIELD","MANHATTAN    ",0.88,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14735","BEDFORD PLAYGROUND","BROOKLYN     ",0.88,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14736","HAROLD SCHNEIDERMAN PLAYGROUND","QUEENS       ",0.88,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14737","WAKEFIELD PLAYGROUND","BRONX        ",0.88,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14738","QUEENS VALLEY PLAYGROUND","QUEENS       ",0.88,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14739","LT. JOSEPH PETROSINO PARK","BROOKLYN     ",0.87,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14740","EVERGREEN PLAYGROUND","BROOKLYN     ",0.87,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14741","PLAYGROUND 286","BROOKLYN     ",0.87,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14742","BARRIER PLAYGROUND","QUEENS       ",0.87,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14743","LION'S PRIDE PLAYGROUND","BROOKLYN     ",0.87,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14744","NATHAN STRAUS PLAYGROUND","MANHATTAN    ",0.85,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14745","SCHENCK PLAYGROUND","BROOKLYN     ",0.85,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14746","HAVILAND PLAYGROUND","BRONX        ",0.84,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14747","SOL BLOOM PLAYGROUND","MANHATTAN    ",0.84,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14748","P.S. 155 PLAYGROUND","MANHATTAN    ",0.83,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14749","STEBBINS PLAYGROUND","BRONX        ",0.83,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14750","OPEN ROAD PARK","MANHATTAN    ",0.83,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14751","DI GILIO PLAYGROUND","BROOKLYN     ",0.83,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14752","HART PLAYGROUND ON 147 ST","QUEENS       ",0.82,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14753","HIGHBRIDGE PARK BRONX SIDE","BRONX        ",0.82,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14754","FLYNN PLAYGROUND","BRONX        ",0.82,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14755","PARKSIDE PLAYGROUND BRONX","BRONX        ",0.82,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14756","FISHER POOL","QUEENS       ",0.82,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14757","ALEXANDER HAMILTON PLAYGROUND","MANHATTAN    ",0.81,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14758","WEST FARMS RAPIDS","BRONX        ",0.81,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14759","STEINWAY PLAYGROUND","QUEENS       ",0.81,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,1,0,0,0,0,1,2018,"Q1"
"14760","BELLAIRE PLAYGROUND","QUEENS       ",0.81,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14761","RISSE STREET PARK","BRONX        ",0.81,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14762","ETHAN ALLEN PLAYGROUND","BROOKLYN     ",0.8,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14763","KENNEDY KING PLAYGROUND","BROOKLYN     ",0.79,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14764","VLADECK PARK","MANHATTAN    ",0.79,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14765","EUGENE MCCABE FIELD","MANHATTAN    ",0.79,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14766","SAMUEL SEABURY PLAYGROUND","MANHATTAN    ",0.79,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14767","SPIRIT PLAYGROUND","QUEENS       ",0.79,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14768","MORGAN PLAYGROUND","BRONX        ",0.78,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14769","MOORE PLAYGROUND","MANHATTAN    ",0.77,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14770","FIRST PARK","MANHATTAN    ",0.76,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14771","SGT. WILLIAM DOUGHERTY PLAYGROUND","BROOKLYN     ",0.76,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14772","ADMIRAL PARK","QUEENS       ",0.76,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,1,0,0,0,0,1,2018,"Q1"
"14773","JAIME CAMPIZ PLAYGROUND","BROOKLYN     ",0.75,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14774","SAMUEL N. BENNERSON 2ND PLAYGROUND","MANHATTAN    ",0.75,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14775","PLAYGROUND SEVENTY FIVE","QUEENS       ",0.75,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14776","WEBSTER PLAYGROUND","BRONX        ",0.74,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14777","FROST PLAYGROUND","BROOKLYN     ",0.74,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14778","TECUMSEH PLAYGROUND","MANHATTAN    ",0.74,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14779","RAILROAD PARK BRONX","BRONX        ",0.73,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14780","NATHAN WEIDENBAUM PARK","QUEENS       ",0.73,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14781","BLUEBERRY PARK","STATEN ISLAND",0.72,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14782","CLARK PLAYGROUND","BRONX        ",0.72,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14783","HUNTS POINT PLAYGROUND","BRONX        ",0.72,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14784","GUN HILL PLAYGROUND","BRONX        ",0.72,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14785","BLOOMINGDALE PLAYGROUND","MANHATTAN    ",0.72,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14786","GALILEO PLAYGROUND","BRONX        ",0.71,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14787","I-AM-PARK","BRONX        ",0.71,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14788","UNNAMED PARK ON 17TH STREET","BROOKLYN     ",0.71,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14789","LAFAYETTE GARDENS PLAYGROUND","BROOKLYN     ",0.71,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14790","LINWOOD PLAYGROUND","BROOKLYN     ",0.71,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14791","NEWTOWN PLAYGROUND","QUEENS       ",0.7,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14792","ORACLE PLAYGROUND","BROOKLYN     ",0.7,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14793","MOUNT HOPE PLAYGROUND","BRONX        ",0.7,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14794","GARRISON PLAYGROUND","BRONX        ",0.7,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14795","GERTRUDE EDERLE RECREATION CENTER","MANHATTAN    ",0.69,"POOL & RECREATION CENTER LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14796","SLOPE PARK","BROOKLYN     ",0.69,"PLAYGROUND LESS THAN ONE ACRE",0,0,1,0,0,0,0,1,2018,"Q1"
"14797","FRED SAMUEL PLAYGROUND","MANHATTAN    ",0.69,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14798","AUBURNDALE PLAYGROUND","QUEENS       ",0.69,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14799","WHITE PLAYGROUND MANHATTAN","MANHATTAN    ",0.68,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14800","DAWSON PLAYGROUND","BRONX        ",0.68,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14801","MAPES POOL","BRONX        ",0.68,"PLAYGROUND & POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14802","LILLIAN D WALD PLAYGROUND","MANHATTAN    ",0.68,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14803","ST. NICHOLAS PLAYGROUND SOUTH","MANHATTAN    ",0.67,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14804","HOWARD POOL","BROOKLYN     ",0.67,"POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14805","RIVER AVENUE PARKS","BRONX        ",0.67,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14806","CANAL PARK","MANHATTAN    ",0.67,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14807","RIVERBEND PLAYGROUND","BRONX        ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14808","ST. NICHOLAS PLAYGROUND NORTH","MANHATTAN    ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14809","COLLEGE POINT PARK","QUEENS       ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14810","THE PEARLY GATES","BRONX        ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14811","AUDUBON PLAYGROUND","MANHATTAN    ",0.66,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14812","COURTNEY CALLENDER PLAYGROUND","MANHATTAN    ",0.65,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14813","BRIZZI PLAYGROUND","BROOKLYN     ",0.65,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14814","AUGUSTUS ST. GAUDENS PLAYGROUND","MANHATTAN    ",0.64,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14815","VESUVIO PLAYGROUND","MANHATTAN    ",0.64,"BASKETBALL & POOL LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14816","VETERANS GROVE","QUEENS       ",0.63,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14817","SQUIBB PARK","BROOKLYN     ",0.63,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14818","ELTON PLAYGROUND","BROOKLYN     ",0.62,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14819","TWENTY-FOUR SYCAMORES PARK","MANHATTAN    ",0.62,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14820","EAST RIVER ESPLANADE AT E 36TH ST AND FDR","MANHATTAN    ",0.62,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14821","CEDAR GROVE PLAYGROUND","QUEENS       ",0.62,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14822","CLEOPATRA PLAYGROUND","BRONX        ",0.62,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14823","BEACH 59TH ST PLAYGROUND","QUEENS       ",0.62,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14824","BRIDGE PLAYGROUND","BRONX        ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14825","HALF-NELSON PLAYGROUND","BRONX        ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14826","HENRY M. JACKSON PLAYGROUND","MANHATTAN    ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14827","WILLIAM F. PASSANNANTE BALLFIELD","MANHATTAN    ",0.61,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14828","DR. RONALD E. MCNAIR PLAYGROUND","MANHATTAN    ",0.6,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14829","PENN SOUTH PLAYGROUND","MANHATTAN    ",0.6,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14830","O'NEILL TRIANGLE","BRONX        ",0.59,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14831","GEORGE WALKER JR. PARK","BROOKLYN     ",0.59,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14832","UNDERHILL PLAYGROUND","BROOKLYN     ",0.59,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14833","PETER DETMOLD PARK","MANHATTAN    ",0.59,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14834","COBBLE HILL PARK","BROOKLYN     ",0.59,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14835","WRIGHT BROTHERS PLAYGROUND","MANHATTAN    ",0.58,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14836","MERCER PLAYGROUND","MANHATTAN    ",0.58,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14837","SEAN'S PLACE","QUEENS       ",0.58,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14838","HARVARD PLAYGROUND","QUEENS       ",0.58,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14839","SARSFIELD PLAYGROUND","BROOKLYN     ",0.58,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14840","HELL'S KITCHEN PARK","MANHATTAN    ",0.58,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14841","BENNINGER PLAYGROUND","QUEENS       ",0.57,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14842","RORY STAUNTON FIELD","QUEENS       ",0.57,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14843","CARMANSVILLE PLAYGROUND","MANHATTAN    ",0.57,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14844","SIXTEEN SYCAMORES PLAYGROUND","BROOKLYN     ",0.57,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14845","GALAPO PLAYGROUND","BROOKLYN     ",0.57,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14846","MCKINLEY PLAYGROUND","MANHATTAN    ",0.56,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14847","ENNIS PLAYGROUND","BROOKLYN     ",0.55,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14848","BLAND PLAYGROUND","QUEENS       ",0.55,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14849","GUTENBERG PLAYGROUND","MANHATTAN    ",0.55,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14850","PFC NORTON PLAYGROUND","BROOKLYN     ",0.55,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14851","LITTLE CLAREMONT PARK","BRONX        ",0.55,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14852","JUNCTION PLAYGROUND","QUEENS       ",0.54,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,1,0,0,0,1,2018,"Q1"
"14853","WOODRUFF PLAYGROUND","BROOKLYN     ",0.54,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14854","ABIGAIL PLAYGROUND","BRONX        ",0.53,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14855","WALD PLAYGROUND","MANHATTAN    ",0.53,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14856","DR. GERTRUDE B. KELLY PLAYGROUND","MANHATTAN    ",0.53,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14857","ANDREWS GROVE","QUEENS       ",0.52,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14858","ANIBAL AVILES PLAYGROUND","MANHATTAN    ",0.52,"PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14859","LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE","BROOKLYN     ",0.52,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
"14860","WASHINGTON PARK BRONX","BRONX        ",0.52,"BASKETBALL & PLAYGROUND LESS THAN ONE ACRE",0,0,0,0,0,0,0,0,2018,"Q1"
